sensor_id,timestamp,pm2_5,pm10,so2,no2,health_environment
3,2025-03-30T14:23:56.380537,177.36,424.33,58.51,387.24,unhealthy
3,2025-03-30T14:23:57.381060,181.75,383.0,119.67,269.54,unhealthy
3,2025-03-30T14:23:58.381376,12.78,111.76,23.32,61.37,good
3,2025-03-30T14:23:59.381982,209.72,96.11,57.82,464.02,unhealthy
3,2025-03-30T14:24:00.382474,71.95,20.42,148.69,405.4,unhealthy
3,2025-03-30T14:24:01.382762,62.56,214.84,204.45,402.88,unhealthy
3,2025-03-30T14:24:02.383448,243.24,167.21,76.56,452.0,unhealthy
3,2025-03-30T14:24:03.383889,152.98,31.47,216.04,251.68,unhealthy
3,2025-03-30T14:24:04.384723,211.94,236.97,133.84,476.39,unhealthy
3,2025-03-30T14:24:05.385284,57.3,179.1,238.12,453.94,unhealthy
3,2025-03-30T14:24:06.386152,228.48,97.27,188.33,250.8,unhealthy
3,2025-03-30T14:24:07.386556,74.26,259.99,247.31,131.91,unhealthy
3,2025-03-30T14:24:08.387449,60.08,446.4,175.65,250.4,unhealthy
3,2025-03-30T14:24:09.388049,3.94,151.83,204.33,211.41,unhealthy
3,2025-03-30T14:24:10.388516,34.28,208.81,123.69,38.48,unhealthy
3,2025-03-30T14:24:11.388967,209.27,290.38,251.14,345.62,unhealthy
3,2025-03-30T14:24:12.389599,71.09,248.42,148.91,198.02,unhealthy
3,2025-03-30T14:24:13.390281,23.91,160.47,198.59,315.04,unhealthy
3,2025-03-30T14:24:14.390781,108.43,417.06,117.97,348.47,unhealthy
3,2025-03-30T14:24:15.391855,154.49,230.67,206.6,12.57,unhealthy
3,2025-03-30T14:24:16.392324,204.12,376.47,214.69,6.61,unhealthy
3,2025-03-30T14:24:17.393353,105.71,401.09,96.37,196.31,unhealthy
3,2025-03-30T14:24:18.394218,118.92,356.04,34.04,235.79,unhealthy
3,2025-03-30T14:24:19.394666,45.39,139.97,286.41,253.92,moderate
3,2025-03-30T14:24:20.395005,142.63,129.3,222.46,43.0,unhealthy
3,2025-03-30T14:24:21.395534,244.76,79.99,164.34,185.9,unhealthy
3,2025-03-30T14:24:22.396144,28.25,49.63,297.57,489.55,unhealthy
3,2025-03-30T14:24:23.396663,50.33,114.62,179.06,40.86,moderate
3,2025-03-30T14:24:24.397423,78.24,496.27,77.33,247.28,moderate
3,2025-03-30T14:24:25.397961,93.9,324.23,204.9,251.33,unhealthy
3,2025-03-30T14:24:26.398738,20.7,19.88,244.56,211.06,unhealthy
3,2025-03-30T14:24:27.399474,157.33,140.06,213.77,352.27,unhealthy
3,2025-03-30T14:24:28.399948,138.84,480.31,47.29,130.12,unhealthy
3,2025-03-30T14:24:29.400661,114.04,112.62,71.41,386.2,unhealthy
3,2025-03-30T14:24:30.401498,111.39,190.98,262.9,131.65,unhealthy
3,2025-03-30T14:24:31.402438,149.56,415.82,65.48,86.05,unhealthy
3,2025-03-30T14:24:32.402996,47.15,242.6,146.25,58.35,unhealthy
3,2025-03-30T14:24:33.403892,167.6,226.67,79.12,485.61,unhealthy
3,2025-03-30T14:24:34.404580,20.69,45.73,26.21,301.16,moderate
3,2025-03-30T14:24:35.405324,18.36,19.29,56.33,246.61,good
3,2025-03-30T14:24:36.405791,27.05,59.58,156.17,356.5,unhealthy
3,2025-03-30T14:24:37.406331,57.67,39.19,47.11,115.07,good
3,2025-03-30T14:24:38.406972,85.64,304.4,5.08,459.07,unhealthy
3,2025-03-30T14:24:39.407923,156.79,224.58,62.91,246.82,unhealthy
3,2025-03-30T14:24:40.408453,40.0,200.18,100.82,393.07,unhealthy
3,2025-03-30T14:24:41.408887,230.06,115.6,190.27,312.35,unhealthy
3,2025-03-30T14:24:42.409672,126.94,71.17,18.39,256.13,unhealthy
3,2025-03-30T14:24:43.409944,139.35,457.91,166.06,118.54,unhealthy
3,2025-03-30T14:24:44.410807,245.97,463.7,179.26,250.52,unhealthy
3,2025-03-30T14:24:45.411577,42.16,312.19,283.11,141.53,unhealthy
3,2025-03-30T14:24:46.412377,161.79,173.24,247.29,476.2,unhealthy
3,2025-03-30T14:24:47.413221,11.51,79.81,116.87,28.23,moderate
3,2025-03-30T14:24:48.413673,94.93,15.87,105.34,59.43,moderate
3,2025-03-30T14:24:49.414162,132.48,279.51,273.63,257.75,unhealthy
3,2025-03-30T14:24:50.414517,202.77,351.77,163.7,205.52,unhealthy
3,2025-03-30T14:24:51.415034,120.85,47.44,288.13,253.98,unhealthy
3,2025-03-30T14:24:52.415316,146.5,481.48,33.08,139.07,unhealthy
3,2025-03-30T14:24:53.415844,109.92,209.18,152.76,450.36,unhealthy
3,2025-03-30T14:24:54.416432,223.54,53.42,167.69,121.57,unhealthy
3,2025-03-30T14:24:55.416909,241.78,336.07,233.25,53.41,unhealthy
3,2025-03-30T14:24:56.417546,183.08,345.25,29.8,245.77,unhealthy
3,2025-03-30T14:24:57.418269,211.23,367.73,173.11,397.62,unhealthy
3,2025-03-30T14:24:58.418670,164.58,68.89,38.24,246.04,moderate
3,2025-03-30T14:24:59.419269,125.42,282.94,76.98,247.27,unhealthy
3,2025-03-30T14:25:00.420014,201.02,64.41,212.18,45.99,unhealthy
3,2025-03-30T14:25:01.420586,88.92,19.04,19.96,378.11,moderate
3,2025-03-30T14:25:02.421415,167.57,377.54,200.37,331.41,unhealthy
3,2025-03-30T14:25:03.422132,177.67,251.57,233.65,168.01,unhealthy
3,2025-03-30T14:25:04.423492,147.55,32.02,63.45,17.65,moderate
3,2025-03-30T14:25:05.423944,227.83,265.6,79.38,247.34,unhealthy
3,2025-03-30T14:25:06.424425,112.26,119.63,92.76,100.13,moderate
3,2025-03-30T14:25:07.425366,246.89,51.84,22.86,245.55,moderate
3,2025-03-30T14:25:08.426222,145.4,247.48,50.89,93.0,unhealthy
3,2025-03-30T14:25:09.427036,177.36,76.26,176.22,336.61,unhealthy
3,2025-03-30T14:25:10.427536,14.01,481.98,268.19,134.55,unhealthy
3,2025-03-30T14:25:11.428120,26.05,479.57,119.35,136.03,unhealthy
3,2025-03-30T14:25:12.429969,101.48,270.13,251.2,464.44,unhealthy
3,2025-03-30T14:25:13.430090,125.55,115.94,42.67,246.18,moderate
3,2025-03-30T14:25:14.430560,77.56,477.81,13.32,462.05,unhealthy
3,2025-03-30T14:25:15.431294,249.49,410.65,132.96,229.68,unhealthy
3,2025-03-30T14:25:16.431948,127.85,104.38,253.88,392.3,unhealthy
3,2025-03-30T14:25:17.432839,172.79,135.89,125.15,248.71,unhealthy
3,2025-03-30T14:25:18.433287,161.86,383.34,58.71,268.73,unhealthy
3,2025-03-30T14:25:19.434037,55.41,187.8,0.64,244.84,moderate
3,2025-03-30T14:25:20.434672,128.61,290.3,62.01,280.34,unhealthy
3,2025-03-30T14:25:21.435163,83.84,326.14,179.16,250.51,unhealthy
3,2025-03-30T14:25:22.435426,147.62,262.07,173.75,81.38,unhealthy
3,2025-03-30T14:25:23.436247,125.72,337.17,262.98,131.12,unhealthy
3,2025-03-30T14:25:24.436548,249.33,215.04,281.6,86.79,unhealthy
3,2025-03-30T14:25:25.436855,186.31,78.03,249.41,73.89,unhealthy
3,2025-03-30T14:25:26.437565,109.26,49.81,41.17,380.73,unhealthy
3,2025-03-30T14:25:27.438292,110.69,128.88,224.7,355.38,unhealthy
3,2025-03-30T14:25:28.438744,91.24,270.6,27.89,9.15,moderate
3,2025-03-30T14:25:29.439059,107.66,90.08,124.71,276.84,unhealthy
3,2025-03-30T14:25:30.439526,85.83,332.23,221.16,450.48,unhealthy
3,2025-03-30T14:25:31.440440,113.51,467.52,39.71,323.03,unhealthy
3,2025-03-30T14:25:32.441161,17.82,43.27,162.69,301.8,unhealthy
3,2025-03-30T14:25:33.441720,121.07,238.02,184.19,4.15,unhealthy
3,2025-03-30T14:25:34.442653,199.72,9.71,129.3,66.32,unhealthy
3,2025-03-30T14:25:35.443080,154.3,52.92,109.75,452.29,unhealthy
3,2025-03-30T14:25:36.443611,230.71,322.24,59.93,246.72,unhealthy
3,2025-03-30T14:25:37.443921,233.02,277.97,94.18,247.81,unhealthy
3,2025-03-30T14:25:38.444725,144.08,323.26,262.06,499.58,unhealthy
3,2025-03-30T14:25:39.445017,118.73,377.47,259.44,253.06,unhealthy
3,2025-03-30T14:25:40.445478,109.96,41.34,270.91,91.48,unhealthy
3,2025-03-30T14:25:41.446169,84.9,382.17,285.23,114.19,unhealthy
3,2025-03-30T14:25:42.446462,99.29,165.23,234.8,203.88,unhealthy
3,2025-03-30T14:25:43.446914,153.42,71.34,79.18,247.34,moderate
3,2025-03-30T14:25:44.447471,116.47,462.83,238.35,326.55,unhealthy
3,2025-03-30T14:25:45.447900,241.13,2.3,298.98,292.37,unhealthy
3,2025-03-30T14:25:46.448825,193.97,236.19,19.36,166.4,unhealthy
3,2025-03-30T14:25:47.449203,188.14,364.18,40.32,272.79,unhealthy
3,2025-03-30T14:25:48.449722,9.35,463.98,183.01,429.34,unhealthy
3,2025-03-30T14:25:49.450429,79.5,308.92,182.73,389.32,unhealthy
3,2025-03-30T14:25:50.450868,90.35,308.57,243.91,252.57,unhealthy
3,2025-03-30T14:25:51.451181,145.57,193.71,279.87,474.54,unhealthy
3,2025-03-30T14:25:52.451829,153.92,153.25,197.31,130.7,unhealthy
3,2025-03-30T14:25:53.452290,8.43,103.99,90.01,386.89,moderate
3,2025-03-30T14:25:54.452746,10.55,218.9,100.22,248.01,unhealthy
3,2025-03-30T14:25:55.453286,29.32,429.94,205.96,411.76,unhealthy
3,2025-03-30T14:25:56.454033,96.86,345.09,168.19,85.3,unhealthy
3,2025-03-30T14:25:57.454964,148.66,34.28,64.05,74.52,moderate
3,2025-03-30T14:25:58.455538,180.08,395.97,107.33,296.17,unhealthy
3,2025-03-30T14:25:59.456021,66.14,235.87,264.05,253.21,unhealthy
3,2025-03-30T14:26:00.456958,29.87,346.22,248.47,380.37,unhealthy
3,2025-03-30T14:26:01.457704,160.18,33.45,279.2,253.69,unhealthy
3,2025-03-30T14:26:02.458118,222.01,196.43,158.92,206.51,unhealthy
3,2025-03-30T14:26:03.458861,198.68,71.25,136.96,435.8,unhealthy
3,2025-03-30T14:26:04.459357,59.6,310.96,204.39,251.31,unhealthy
3,2025-03-30T14:26:05.460273,212.36,312.19,94.55,318.47,unhealthy
3,2025-03-30T14:26:06.460751,236.09,336.36,48.99,457.22,unhealthy
3,2025-03-30T14:26:07.461516,209.57,13.18,133.95,100.43,unhealthy
3,2025-03-30T14:26:08.461737,79.27,468.87,186.66,116.99,unhealthy
3,2025-03-30T14:26:09.462291,110.68,360.71,269.49,118.65,unhealthy
3,2025-03-30T14:26:10.462968,92.7,123.41,81.18,465.3,moderate
3,2025-03-30T14:26:11.463272,185.04,324.6,36.55,61.9,unhealthy
3,2025-03-30T14:26:12.463911,226.75,419.65,231.71,257.43,unhealthy
3,2025-03-30T14:26:13.464809,157.06,35.59,49.36,121.84,moderate
3,2025-03-30T14:26:14.465327,110.92,396.88,251.86,252.82,unhealthy
3,2025-03-30T14:26:15.465985,76.77,366.25,192.33,183.17,unhealthy
3,2025-03-30T14:26:16.466448,77.19,231.6,293.43,209.77,unhealthy
3,2025-03-30T14:26:17.466940,234.22,124.5,217.25,251.72,unhealthy
3,2025-03-30T14:26:18.467504,239.46,20.23,149.06,430.86,unhealthy
3,2025-03-30T14:26:19.468363,133.05,130.43,12.07,110.44,moderate
3,2025-03-30T14:26:20.469103,60.6,200.67,111.63,427.92,unhealthy
3,2025-03-30T14:26:21.469800,47.92,30.81,227.78,378.61,unhealthy
3,2025-03-30T14:26:22.470739,71.21,149.57,255.99,252.95,moderate
3,2025-03-30T14:26:23.471528,157.26,286.77,12.4,91.67,unhealthy
3,2025-03-30T14:26:24.472035,56.76,344.05,99.02,429.06,unhealthy
3,2025-03-30T14:26:25.472688,0.95,153.2,87.05,207.7,unhealthy
3,2025-03-30T14:26:26.473568,93.97,181.46,46.22,246.29,moderate
3,2025-03-30T14:26:27.474037,159.0,297.15,278.82,291.77,unhealthy
3,2025-03-30T14:26:28.474511,19.37,42.69,171.47,250.27,moderate
3,2025-03-30T14:26:29.474991,70.4,117.69,189.78,476.12,unhealthy
3,2025-03-30T14:26:30.475724,199.71,417.62,168.02,241.86,unhealthy
3,2025-03-30T14:26:31.476455,65.5,324.18,29.47,403.65,unhealthy
3,2025-03-30T14:26:32.476923,248.89,104.38,22.61,239.73,unhealthy
3,2025-03-30T14:26:33.477521,99.34,29.27,246.74,153.74,moderate
3,2025-03-30T14:26:34.478350,122.03,449.35,30.08,160.93,unhealthy
3,2025-03-30T14:26:35.478918,229.12,320.37,85.75,162.26,unhealthy
3,2025-03-30T14:26:36.479315,216.92,384.34,278.37,474.71,unhealthy
3,2025-03-30T14:26:37.479800,224.66,453.58,189.77,358.42,unhealthy
3,2025-03-30T14:26:38.480208,123.54,476.64,10.67,206.78,unhealthy
3,2025-03-30T14:26:39.480956,74.19,173.42,99.74,251.7,unhealthy
3,2025-03-30T14:26:40.481444,131.83,430.82,118.59,352.2,unhealthy
3,2025-03-30T14:26:41.482106,98.23,79.04,293.54,31.98,moderate
3,2025-03-30T14:26:42.482864,186.13,67.46,102.55,35.27,unhealthy
3,2025-03-30T14:26:43.483614,186.18,461.85,298.46,369.39,unhealthy
3,2025-03-30T14:26:44.483886,236.71,480.02,268.15,41.56,unhealthy
3,2025-03-30T14:26:45.484563,50.03,181.2,294.1,254.17,unhealthy
3,2025-03-30T14:26:46.484998,95.83,449.59,190.6,392.84,unhealthy
3,2025-03-30T14:26:47.485389,181.02,445.3,290.28,49.85,unhealthy
3,2025-03-30T14:26:48.486294,123.76,497.33,295.24,254.2,unhealthy
3,2025-03-30T14:26:49.487243,33.21,461.1,289.03,457.53,unhealthy
3,2025-03-30T14:26:50.487713,14.57,136.86,267.88,145.74,moderate
3,2025-03-30T14:26:51.488212,103.71,220.93,149.57,153.56,unhealthy
3,2025-03-30T14:26:52.488643,16.2,406.99,280.1,96.24,unhealthy
3,2025-03-30T14:26:53.489777,109.85,27.88,175.14,230.03,unhealthy
3,2025-03-30T14:26:54.491212,163.39,100.43,124.46,248.78,unhealthy
3,2025-03-30T14:26:55.491825,87.12,173.37,111.66,413.66,unhealthy
3,2025-03-30T14:26:56.492604,38.42,5.12,165.57,250.08,moderate
3,2025-03-30T14:26:57.493547,183.93,349.15,266.91,253.3,unhealthy
3,2025-03-30T14:26:58.494248,231.72,122.16,98.03,247.94,moderate
3,2025-03-30T14:26:59.494819,48.54,426.04,152.7,102.41,unhealthy
3,2025-03-30T14:27:00.495084,104.66,162.46,129.74,396.35,unhealthy
3,2025-03-30T14:27:01.495590,132.53,193.59,122.72,418.38,unhealthy
3,2025-03-30T14:27:02.496224,228.13,431.45,210.2,22.33,unhealthy
3,2025-03-30T14:27:03.496804,79.26,123.22,12.69,365.26,moderate
3,2025-03-30T14:27:04.497266,73.5,329.24,292.91,140.19,unhealthy
3,2025-03-30T14:27:05.497536,72.41,90.56,54.08,450.72,moderate
3,2025-03-30T14:27:06.498541,86.49,242.48,93.85,98.76,moderate
3,2025-03-30T14:27:07.499070,152.02,19.91,229.34,108.18,unhealthy
3,2025-03-30T14:27:08.499705,64.07,331.52,22.86,309.21,unhealthy
3,2025-03-30T14:27:09.500474,44.57,177.58,254.32,388.89,unhealthy
3,2025-03-30T14:27:10.501028,166.75,37.16,273.34,393.58,unhealthy
3,2025-03-30T14:27:11.501731,96.83,319.6,209.28,331.34,unhealthy
3,2025-03-30T14:27:12.502410,88.61,112.5,62.76,133.56,good
3,2025-03-30T14:27:13.503020,134.81,139.18,117.03,248.54,unhealthy
3,2025-03-30T14:27:14.503811,8.56,240.45,71.17,247.08,moderate
3,2025-03-30T14:27:15.504291,80.3,149.97,227.61,252.05,moderate
3,2025-03-30T14:27:16.505131,197.44,439.16,92.16,247.75,unhealthy
3,2025-03-30T14:27:17.506176,196.44,47.64,91.89,226.35,unhealthy
3,2025-03-30T14:27:18.507154,6.55,434.6,105.29,377.53,unhealthy
3,2025-03-30T14:27:19.507964,170.32,10.57,9.92,245.14,moderate
3,2025-03-30T14:27:20.508448,70.26,85.75,269.82,116.1,moderate
3,2025-03-30T14:27:21.508944,43.45,408.11,11.01,383.94,unhealthy
3,2025-03-30T14:27:22.509614,156.35,146.85,218.84,251.77,unhealthy
3,2025-03-30T14:27:23.510524,209.04,30.21,80.65,380.39,unhealthy
3,2025-03-30T14:27:24.511160,224.5,261.6,33.13,245.87,unhealthy
3,2025-03-30T14:27:25.512160,131.82,77.82,281.0,400.47,unhealthy
3,2025-03-30T14:27:26.513185,222.44,8.92,192.79,458.46,unhealthy
3,2025-03-30T14:27:27.513969,3.71,253.17,135.51,66.21,unhealthy
3,2025-03-30T14:27:28.514937,207.24,278.86,232.06,127.71,unhealthy
3,2025-03-30T14:27:29.515682,177.72,336.88,280.85,253.74,unhealthy
3,2025-03-30T14:27:30.516265,62.1,429.14,107.9,241.99,unhealthy
3,2025-03-30T14:27:31.516789,7.76,316.09,298.49,254.3,unhealthy
3,2025-03-30T14:27:32.517418,221.0,427.01,131.84,249.01,unhealthy
3,2025-03-30T14:27:33.517970,88.31,415.09,80.41,236.76,unhealthy
3,2025-03-30T14:27:34.518674,226.73,197.52,34.66,4.05,unhealthy
3,2025-03-30T14:27:35.519489,127.68,242.1,91.01,137.48,unhealthy
3,2025-03-30T14:27:36.520554,30.33,24.39,224.18,29.01,moderate
3,2025-03-30T14:27:37.521021,116.31,138.95,96.45,247.89,moderate
3,2025-03-30T14:27:38.521622,167.95,96.78,100.24,253.61,unhealthy
3,2025-03-30T14:27:39.522694,131.57,433.51,159.45,12.29,unhealthy
3,2025-03-30T14:27:40.523231,38.97,71.73,200.42,386.64,unhealthy
3,2025-03-30T14:27:41.523674,224.56,205.44,76.65,390.77,unhealthy
3,2025-03-30T14:27:42.524155,34.09,455.16,242.15,478.83,unhealthy
3,2025-03-30T14:27:43.524679,107.59,407.79,126.29,243.46,unhealthy
3,2025-03-30T14:27:44.525475,147.82,413.46,293.53,254.15,unhealthy
3,2025-03-30T14:27:45.526129,192.76,159.44,21.96,394.82,unhealthy
3,2025-03-30T14:27:46.527047,49.05,184.38,137.47,249.19,unhealthy
3,2025-03-30T14:27:47.527832,160.16,76.42,9.42,183.79,moderate
3,2025-03-30T14:27:48.528342,131.14,269.02,196.19,142.84,unhealthy
3,2025-03-30T14:27:49.528930,101.09,130.28,178.56,75.45,unhealthy
3,2025-03-30T14:27:50.529799,12.8,303.02,111.92,85.54,unhealthy
3,2025-03-30T14:27:51.531190,169.08,488.82,23.14,245.56,unhealthy
3,2025-03-30T14:27:52.531447,232.8,5.92,237.76,58.6,unhealthy
3,2025-03-30T14:27:53.532555,159.72,105.69,102.4,248.07,unhealthy
3,2025-03-30T14:27:54.533427,118.01,180.24,64.62,246.87,unhealthy
3,2025-03-30T14:27:55.534249,68.04,360.8,205.97,403.61,unhealthy
3,2025-03-30T14:27:56.535070,233.24,142.7,132.39,272.89,unhealthy
3,2025-03-30T14:27:57.535534,222.9,331.65,280.3,253.73,unhealthy
3,2025-03-30T14:27:58.536212,5.93,228.45,244.59,66.61,unhealthy
3,2025-03-30T14:27:59.537160,2.21,80.0,102.08,116.69,moderate
3,2025-03-30T14:28:00.538103,21.41,333.58,12.19,37.11,moderate
3,2025-03-30T14:28:01.539192,87.77,11.05,282.1,95.88,moderate
3,2025-03-30T14:28:02.539738,229.32,325.96,98.7,247.96,unhealthy
3,2025-03-30T14:28:03.540989,209.42,336.09,171.3,349.93,unhealthy
3,2025-03-30T14:28:04.541531,219.83,306.73,131.07,147.1,unhealthy
3,2025-03-30T14:28:05.542027,17.35,455.15,208.37,453.3,unhealthy
3,2025-03-30T14:28:06.542472,17.02,243.99,171.89,198.03,unhealthy
3,2025-03-30T14:28:07.543054,164.8,475.4,54.2,449.33,unhealthy
3,2025-03-30T14:28:08.543861,97.38,442.84,120.04,351.0,unhealthy
3,2025-03-30T14:28:09.544362,168.11,463.87,188.05,339.18,unhealthy
3,2025-03-30T14:28:10.545276,83.73,141.07,27.33,262.54,moderate
3,2025-03-30T14:28:11.546101,10.76,276.41,210.76,146.49,unhealthy
3,2025-03-30T14:28:12.546769,181.42,171.7,188.03,208.66,unhealthy
3,2025-03-30T14:28:13.547188,97.16,114.04,237.71,178.14,moderate
3,2025-03-30T14:28:14.547793,51.58,387.78,78.26,61.54,moderate
3,2025-03-30T14:28:15.548299,47.94,157.62,156.18,423.85,unhealthy
3,2025-03-30T14:28:16.549178,59.73,30.89,247.66,252.69,moderate
3,2025-03-30T14:28:17.549965,170.47,273.93,10.0,272.2,unhealthy
3,2025-03-30T14:28:18.550525,234.72,229.18,156.91,249.81,unhealthy
3,2025-03-30T14:28:19.551281,15.0,384.85,3.34,491.94,unhealthy
3,2025-03-30T14:28:20.551578,52.68,416.92,245.09,237.63,unhealthy
3,2025-03-30T14:28:21.551983,93.77,14.47,91.52,491.8,moderate
3,2025-03-30T14:28:22.552677,118.67,247.89,13.75,159.45,unhealthy
3,2025-03-30T14:28:23.552923,139.11,102.36,13.06,245.24,moderate
3,2025-03-30T14:28:24.553806,198.72,243.34,251.06,397.09,unhealthy
3,2025-03-30T14:28:25.554718,38.21,342.88,159.6,438.81,unhealthy
3,2025-03-30T14:28:26.555224,79.09,188.32,124.79,241.33,unhealthy
3,2025-03-30T14:28:27.556152,153.88,80.84,211.47,371.56,unhealthy
3,2025-03-30T14:28:28.556442,17.82,59.32,240.25,467.99,unhealthy
3,2025-03-30T14:28:29.556766,157.06,85.3,292.47,315.16,unhealthy
3,2025-03-30T14:28:30.557503,132.07,489.41,51.52,94.51,unhealthy
3,2025-03-30T14:28:31.557910,200.35,398.47,282.36,63.09,unhealthy
3,2025-03-30T14:28:32.558617,203.04,361.98,32.06,51.31,unhealthy
3,2025-03-30T14:28:33.559083,216.24,170.86,227.83,26.44,unhealthy
3,2025-03-30T14:28:34.559390,64.83,276.46,183.93,250.66,unhealthy
3,2025-03-30T14:28:35.560218,130.14,379.54,49.61,7.98,unhealthy
3,2025-03-30T14:28:36.560753,115.59,362.18,225.2,126.04,unhealthy
3,2025-03-30T14:28:37.561313,131.59,498.71,182.76,232.57,unhealthy
3,2025-03-30T14:28:38.562132,15.83,291.19,297.85,36.11,unhealthy
3,2025-03-30T14:28:39.562470,42.77,493.58,262.55,212.99,unhealthy
3,2025-03-30T14:28:40.562972,220.68,13.08,286.44,72.75,unhealthy
3,2025-03-30T14:28:41.563514,207.21,177.21,245.17,499.98,unhealthy
3,2025-03-30T14:28:42.564570,88.89,150.65,196.31,251.06,unhealthy
3,2025-03-30T14:28:43.565316,21.37,173.31,20.76,5.21,moderate
3,2025-03-30T14:28:44.565994,66.33,126.99,59.56,298.61,moderate
3,2025-03-30T14:28:45.566658,136.06,164.35,83.54,402.76,unhealthy
3,2025-03-30T14:28:46.567200,39.35,308.11,107.95,499.23,unhealthy
3,2025-03-30T14:28:47.568020,153.07,169.75,143.18,225.56,unhealthy
3,2025-03-30T14:28:48.568348,121.97,162.49,202.09,447.55,unhealthy
3,2025-03-30T14:28:49.568824,242.72,56.31,230.26,466.21,unhealthy
3,2025-03-30T14:28:50.569113,150.14,101.43,144.47,249.41,unhealthy
3,2025-03-30T14:28:51.569761,215.74,390.09,13.79,245.26,unhealthy
3,2025-03-30T14:28:52.570454,138.28,386.96,233.72,236.43,unhealthy
3,2025-03-30T14:28:53.571020,1.16,334.96,48.5,298.29,unhealthy
3,2025-03-30T14:28:54.571999,6.17,271.3,120.85,10.31,unhealthy
3,2025-03-30T14:28:55.572560,161.14,147.98,244.93,59.99,unhealthy
3,2025-03-30T14:28:56.573209,139.41,22.83,170.39,415.8,unhealthy
3,2025-03-30T14:28:57.573645,42.4,204.61,50.17,246.41,moderate
3,2025-03-30T14:28:58.574382,226.8,178.4,67.69,161.25,unhealthy
3,2025-03-30T14:28:59.574652,162.53,23.45,242.98,476.45,unhealthy
3,2025-03-30T14:29:00.575586,62.92,143.68,66.67,136.3,good
3,2025-03-30T14:29:01.576635,242.11,217.46,162.11,117.19,unhealthy
3,2025-03-30T14:29:02.577497,138.3,35.72,167.23,342.57,unhealthy
3,2025-03-30T14:29:03.578123,5.05,367.11,193.13,4.86,unhealthy
3,2025-03-30T14:29:04.578655,73.53,316.74,94.58,258.18,unhealthy
3,2025-03-30T14:29:05.579094,135.12,174.93,242.33,252.52,unhealthy
3,2025-03-30T14:29:06.579692,84.98,469.57,86.59,97.64,moderate
3,2025-03-30T14:29:07.579982,44.37,296.77,238.91,359.39,unhealthy
3,2025-03-30T14:29:08.580680,194.57,380.59,231.61,172.57,unhealthy
3,2025-03-30T14:29:09.581118,87.74,234.58,164.33,372.68,unhealthy
3,2025-03-30T14:29:10.581596,238.85,217.32,132.38,97.94,unhealthy
3,2025-03-30T14:29:11.582339,179.63,257.3,136.43,377.62,unhealthy
3,2025-03-30T14:29:12.582817,71.8,88.05,9.38,32.82,good
3,2025-03-30T14:29:13.583382,206.08,470.66,73.64,368.05,unhealthy
3,2025-03-30T14:29:14.584015,225.19,146.73,147.54,55.81,unhealthy
3,2025-03-30T14:29:15.584719,108.78,467.55,117.75,279.52,unhealthy
3,2025-03-30T14:29:16.585236,63.62,235.3,210.91,351.26,unhealthy
3,2025-03-30T14:29:17.586354,199.29,159.34,147.35,249.5,unhealthy
3,2025-03-30T14:29:18.587444,92.61,355.2,252.53,250.79,unhealthy
3,2025-03-30T14:29:19.587846,149.24,387.65,250.71,330.74,unhealthy
3,2025-03-30T14:29:20.588340,148.27,416.43,111.59,464.5,unhealthy
3,2025-03-30T14:29:21.589092,58.13,217.85,210.01,309.16,unhealthy
3,2025-03-30T14:29:22.590030,84.44,432.54,214.02,247.41,unhealthy
3,2025-03-30T14:29:23.591194,6.64,425.9,30.14,459.18,unhealthy
3,2025-03-30T14:29:24.592021,111.6,232.52,289.07,137.13,unhealthy
3,2025-03-30T14:29:25.592563,101.73,322.69,34.88,317.82,unhealthy
3,2025-03-30T14:29:26.593373,184.94,194.71,199.38,383.21,unhealthy
3,2025-03-30T14:29:27.594326,4.52,146.08,24.4,419.96,moderate
3,2025-03-30T14:29:28.594933,68.47,497.48,59.45,332.4,unhealthy
3,2025-03-30T14:29:29.595520,55.04,19.71,56.82,158.27,good
3,2025-03-30T14:29:30.596153,248.11,147.83,243.59,468.0,unhealthy
3,2025-03-30T14:29:31.596401,89.19,379.94,199.0,251.14,unhealthy
3,2025-03-30T14:29:32.597221,211.57,274.97,160.21,468.54,unhealthy
3,2025-03-30T14:29:33.597710,121.42,178.55,23.18,245.56,unhealthy
3,2025-03-30T14:29:34.598573,108.94,445.69,175.71,195.78,unhealthy
3,2025-03-30T14:29:35.599232,8.58,218.06,81.73,370.14,unhealthy
3,2025-03-30T14:29:36.599760,101.27,277.83,89.31,353.43,unhealthy
3,2025-03-30T14:29:37.600533,156.57,62.3,166.32,406.52,unhealthy
3,2025-03-30T14:29:38.600812,146.73,383.38,288.54,30.55,unhealthy
3,2025-03-30T14:29:39.601668,190.76,301.12,138.03,249.21,unhealthy
3,2025-03-30T14:29:40.602538,180.27,279.42,198.34,236.52,unhealthy
3,2025-03-30T14:29:41.603393,108.9,447.92,134.72,56.97,unhealthy
3,2025-03-30T14:29:42.604156,176.32,278.37,128.29,110.47,unhealthy
3,2025-03-30T14:29:43.604630,72.2,471.3,254.67,252.91,unhealthy
3,2025-03-30T14:29:44.605121,174.41,233.09,43.89,134.32,unhealthy
3,2025-03-30T14:29:45.605783,39.11,210.69,98.85,126.2,moderate
3,2025-03-30T14:29:46.606465,39.21,359.87,237.02,258.0,unhealthy
3,2025-03-30T14:29:47.607239,103.59,309.53,130.2,248.96,unhealthy
